            n, insertion_cmp, insertion_swaps, insertion_time,     quick_cmp,   quick_swaps,    quick_time,      heap_cmp,    heap_swaps,     heap_time,     merge_cmp,   merge_swaps,    merge_time
9132,     161854523,      18393607,            32,    1212746235,      75593173,           190,    2602790723,     510888704,           494,    1865394253,     263494093,           868
9133,     161890226,      18397761,            32,    1213024916,      75609789,           204,    2603394144,     511007259,           484,    1865822337,     263554959,           324
9134,     161925936,      18401917,            32,    1213303571,      75626352,           190,    2603997616,     511125823,           466,    1866250457,     263615813,           322
9135,     161961653,      18406075,            32,    1213582703,      75643073,           192,    2604601154,     511244399,           466,    1866678672,     263676705,           320
9136,     161997373,      18410233,            31,    1213861894,      75659717,           195,    2605204774,     511362990,           465,    1867107015,     263737651,           326
9137,     162033096,      18414391,            31,    1214140799,      75676391,           195,    2605808432,     511481589,           466,    1867535411,     263798601,           331
9138,     162068822,      18418549,            32,    1214419700,      75693032,           198,    2606412247,     511600223,           481,    1867963830,     263859541,           333
9139,     162104553,      18422708,            33,    1214699062,      75709690,           202,    2607016097,     511718861,           488,    1868392271,     263920462,           334
9140,     162140287,      18426867,            33,    1214978202,      75726285,           200,    2607620010,     511837510,           488,    1868820713,     263981364,           330
9141,     162176024,      18431026,            33,    1215256987,      75742897,           227,    2608223994,     511956172,           497,    1869249212,     264042281,           318
9142,     162211766,      18435186,            31,    1215536142,      75759638,           191,    2608828075,     512074856,           466,    1869677758,     264103206,           333
9143,     162247515,      18439348,            31,    1215815496,      75776412,           201,    2609432249,     512193561,           466,    1870106392,     264164151,           318
9144,     162283267,      18443510,            31,    1216094983,      75793207,           192,    2610036508,     512312282,           468,    1870535125,     264225138,           317
9145,     162319022,      18447672,            31,    1216374302,      75809920,           193,    2610640795,     512431003,           467,    1870963914,     264286135,           315
9146,     162354780,      18451834,            32,    1216653882,      75826665,           192,    2611245183,     512549749,           466,    1871392725,     264347116,           321
9147,     162390541,      18455996,            32,    1216933274,      75843371,           194,    2611849636,     512668505,           465,    1871821569,     264408105,           314
9148,     162426305,      18460158,            32,    1217212721,      75860078,           195,    2612454163,     512787274,           486,    1872250469,     264469077,           332
9149,     162462074,      18464321,            33,    1217492349,      75876765,           204,    2613058755,     512906055,           486,    1872679475,     264530104,           329
9150,     162497846,      18468484,            32,    1217772215,      75893531,           198,    2613663409,     513024848,           466,    1873108517,     264591142,           343
9151,     162533625,      18472649,            32,    1218052144,      75910336,           249,    2614268137,     513143653,           466,    1873537615,     264652176,           326
9152,     162569413,      18476817,            33,    1218331991,      75927145,           200,    2614872938,     513262476,           483,    1873966825,     264713269,           321
9153,     162605204,      18480985,            32,    1218611875,      75943996,           193,    2615477814,     513381313,           466,    1874396089,     264774375,           322
9154,     162640998,      18485153,            32,    1218891508,      75960720,           190,    2616082778,     513500166,           469,    1874825355,     264835457,           316
9155,     162676795,      18489321,            32,    1219171331,      75977630,           192,    2616687841,     513619044,           467,    1875254711,     264896569,           316
9156,     162712595,      18493489,            32,    1219451240,      75994416,           193,    2617292896,     513737913,           467,    1875684044,     264957647,           346
9157,     162748398,      18497657,            32,    1219730909,      76011153,           195,    2617898091,     513856818,           467,    1876113444,     265018737,           316
9158,     162784204,      18501825,            32,    1220010690,      76027924,           194,    2618503348,     513975731,           467,    1876542886,     265079819,           317
9159,     162820017,      18505995,            32,    1220290206,      76044625,           190,    2619108653,     514094650,           467,    1876972437,     265140942,           317
9160,     162855833,      18510165,            34,    1220569843,      76061336,           189,    2619714019,     514213582,           494,    1877401908,     265202027,           320
9161,     162891652,      18514335,            33,    1220849574,      76078123,           190,    2620319507,     514332541,           467,    1877831438,     265263121,           317
9162,     162927474,      18518505,            32,    1221129353,      76094735,           189,    2620925065,     514451514,           467,    1878261057,     265324230,           318
9163,     162963301,      18522676,            32,    1221409177,      76111479,           192,    2621530694,     514570501,           467,    1878690751,     265385374,           322
9164,     162999131,      18526847,            32,    1221688971,      76128227,           195,    2622136425,     514689510,           467,    1879120536,     265446524,           318
9165,     163034964,      18531018,            32,    1221968990,      76145078,           191,    2622742223,     514808532,           474,    1879550370,     265507679,           319
9166,     163070800,      18535189,            32,    1222249163,      76161975,           196,    2623348091,     514927564,           489,    1879980210,     265568827,           331
9167,     163106639,      18539360,            34,    1222529553,      76178855,           192,    2623953985,     515046600,           467,    1880410107,     265629981,           321
9168,     163142481,      18543531,            32,    1222810064,      76195743,           197,    2624559993,     515165661,           487,    1880840099,     265691144,           362
9169,     163178326,      18547702,            33,    1223090000,      76212439,           198,    2625166060,     515284734,           486,    1881270122,     265752303,           357
9170,     163214174,      18551873,            33,    1223370223,      76229200,           196,    2625772166,     515403808,           498,    1881700293,     265813523,           331
9171,     163250025,      18556044,            33,    1223650016,      76245805,           204,    2626378377,     515522908,           489,    1882130469,     265874745,           331
9172,     163285879,      18560215,            33,    1223930062,      76262403,           201,    2626984664,     515642023,           512,    1882560686,     265935959,           334
9173,     163321736,      18564386,            33,    1224210185,      76279088,           202,    2627591045,     515761159,           485,    1882990939,     265997186,           326
9174,     163357600,      18568559,            32,    1224490331,      76295768,           191,    2628197493,     515880308,           467,    1883421209,     266058368,           321
9175,     163393469,      18572733,            32,    1224770750,      76312533,           200,    2628803999,     515999464,           469,    1883851558,     266119591,           319
9176,     163429343,      18576908,            33,    1225051288,      76329304,           190,    2629410602,     516118640,           468,    1884281953,     266180835,           341
9177,     163465220,      18581083,            32,    1225331622,      76345967,           191,    2630017244,     516237823,           484,    1884712445,     266242113,           337
9178,     163501100,      18585258,            33,    1225612148,      76362707,           197,    2630624009,     516357035,           472,    1885142968,     266303386,           348
9179,     163536983,      18589433,            32,    1225892623,      76379540,           191,    2631230806,     516476248,           467,    1885573550,     266364644,           325
9180,     163572869,      18593608,            32,    1226173188,      76396323,           197,    2631837672,     516595477,           516,    1886004136,     266425925,           331
9181,     163608760,      18597784,            32,    1226453458,      76413061,           196,    2632444642,     516714727,           472,    1886434789,     266487210,           320
9182,     163644654,      18601960,            33,    1226733820,      76429855,           190,    2633051682,     516833990,           470,    1886865552,     266548526,           318
9183,     163680551,      18606136,            32,    1227014100,      76446512,           194,    2633658821,     516953274,           468,    1887296317,     266609827,           314
9184,     163716451,      18610312,            32,    1227294351,      76463210,           193,    2634266031,     517072573,           468,    1887727144,     266671114,           319
9185,     163752354,      18614488,            31,    1227575017,      76479974,           191,    2634873288,     517191875,           468,    1888158017,     266732408,           319
9186,     163788260,      18618664,            33,    1227855537,      76496718,           192,    2635480657,     517311205,           471,    1888588851,     266793645,           333
9187,     163824169,      18622840,            33,    1228136322,      76513603,           201,    2636088073,     517430543,           488,    1889019827,     266854948,           327
9188,     163860081,      18627016,            33,    1228417064,      76530463,           198,    2636695578,     517549898,           529,    1889450856,     266916283,           402
9189,     163895996,      18631192,            32,    1228697713,      76547202,           199,    2637303179,     517669276,           475,    1889881936,     266977619,           332
9190,     163931914,      18635368,            35,    1228978494,      76564068,           205,    2637910871,     517788672,           477,    1890313020,     267038935,           320
9191,     163967835,      18639544,            33,    1229259589,      76581044,           196,    2638518609,     517908075,           480,    1890744232,     267100289,           329
9192,     164003759,      18643720,            33,    1229540674,      76597952,           199,    2639126392,     518027484,           470,    1891175483,     267161665,           315
9193,     164039688,      18647897,            32,    1229821730,      76614799,           192,    2639734260,     518146911,           470,    1891606802,     267223051,           319
9194,     164075622,      18652075,            32,    1230102825,      76631733,           192,    2640342168,     518266344,           470,    1892038235,     267284478,           317
9195,     164111561,      18656254,            32,    1230384048,      76648690,           193,    2640950185,     518385798,           470,    1892469642,     267345871,           320
9196,     164147511,      18660437,            32,    1230665423,      76665586,           199,    2641558278,     518505270,           488,    1892901089,     267407264,           352
9197,     164183464,      18664620,            32,    1230946539,      76682464,           201,    2642166448,     518624755,           470,    1893332582,     267468671,           325
9198,     164219420,      18668803,            32,    1231227897,      76699347,           194,    2642774711,     518744263,           470,    1893764118,     267530051,           319
9199,     164255381,      18672987,            32,    1231509094,      76716222,           192,    2643382998,     518863770,           469,    1894195669,     267591439,           332
9200,     164291345,      18677171,            33,    1231790309,      76733083,           197,    2643991409,     518983304,           485,    1894627383,     267652877,           339
9201,     164327314,      18681356,            33,    1232071323,      76749912,           197,    2644599890,     519102850,           485,    1895059126,     267714310,           356
9202,     164363292,      18685544,            33,    1232352567,      76766853,           197,    2645208481,     519222424,           490,    1895490949,     267775766,           337
9203,     164399273,      18689732,            33,    1232633869,      76783639,           201,    2645817088,     519341995,           496,    1895922889,     267837259,           365
9204,     164435257,      18693920,            33,    1232915094,      76800409,           204,    2646425778,     519461582,           474,    1896354818,     267898747,           321
9205,     164471244,      18698108,            33,    1233196198,      76817281,           194,    2647034592,     519581198,           490,    1896786783,     267960239,           333
9206,     164507236,      18702297,            34,    1233477599,      76834133,           200,    2647643441,     519700818,           470,    1897218805,     268021716,           345
9207,     164543235,      18706488,            31,    1233758736,      76850932,           193,    2648252338,     519820446,           470,    1897650919,     268083221,           321
9208,     164579237,      18710679,            32,    1234040125,      76867655,           194,    2648861339,     519940097,           488,    1898083063,     268144753,           319
9209,     164615242,      18714870,            32,    1234321719,      76884393,           196,    2649470415,     520059763,           470,    1898515234,     268206282,           319
9210,     164651250,      18719061,            31,    1234603126,      76901185,           193,    2650079548,     520179437,           470,    1898947465,     268267798,           318
9211,     164687261,      18723252,            31,    1234884503,      76917929,           194,    2650688698,     520299106,           471,    1899379762,     268329327,           318
9212,     164723277,      18727444,            32,    1235165891,      76934615,           192,    2651297949,     520418800,           470,    1899812126,     268390875,           320
9213,     164759298,      18731637,            31,    1235447322,      76951341,           194,    2651907236,     520538500,           470,    1900244557,     268452440,           321
9214,     164795322,      18735830,            31,    1235728863,      76968064,           192,    2652516711,     520658245,           470,    1900677046,     268514020,           324
9215,     164831357,      18740027,            32,    1236010231,      76984735,           198,    2653126250,     520778001,           483,    1901109585,     268575585,           338
9216,     164867395,      18744224,            32,    1236291629,      77001397,           200,    2653735797,     520897756,           493,    1901542197,     268637187,           403
9217,     164903436,      18748421,            33,    1236573326,      77018230,           208,    2654345460,     521017535,           489,    1901974847,     268698789,           331
9218,     164939482,      18752619,            33,    1236855204,      77034997,           203,    2654955182,     521137326,           475,    1902407542,     268760395,           318
9219,     164975535,      18756819,            31,    1237137231,      77051715,           193,    2655564931,     521257116,           499,    1902840215,     268821965,           318
9220,     165011591,      18761019,            32,    1237419405,      77068504,           195,    2656174793,     521376930,           486,    1903272866,     268883497,           332
9221,     165047650,      18765219,            33,    1237701344,      77085342,           200,    2656784733,     521496761,           470,    1903705588,     268945042,           322
9222,     165083712,      18769419,            32,    1237983148,      77102134,           194,    2657394774,     521616613,           474,    1904138423,     269006642,           320
9223,     165119777,      18773619,            32,    1238265507,      77119063,           200,    2658004889,     521736482,           476,    1904571328,     269068247,           322
9224,     165155845,      18777819,            33,    1238547554,      77135944,           201,    2658615131,     521856381,           491,    1905004238,     269129858,           332
9225,     165191916,      18782019,            35,    1238829653,      77152846,           203,    2659225424,     521976287,           525,    1905437179,     269191462,           329
9226,     165227994,      18786221,            32,    1239111942,      77169726,           194,    2659835737,     522096192,           474,    1905870220,     269253081,           325
9227,     165264079,      18790425,            32,    1239394162,      77186604,           196,    2660446146,     522216118,           475,    1906303269,     269314694,           320
9228,     165300175,      18794633,            33,    1239676280,      77203504,           194,    2661056637,     522336060,           474,    1906736413,     269376323,           321
9229,     165336274,      18798841,            32,    1239958296,      77220338,           195,    2661667119,     522455995,           475,    1907169574,     269437956,           328
9230,     165372376,      18803049,            32,    1240240405,      77237254,           193,    2662277761,     522575969,           476,    1907602767,     269499579,           331
9231,     165408481,      18807257,            32,    1240522529,      77254149,           192,    2662888431,     522695940,           485,    1908035999,     269561204,           382
9232,     165444589,      18811465,            33,    1240804694,      77271033,           198,    2663499251,     522815948,           530,    1908469368,     269622869,           338
9233,     165480700,      18815673,            33,    1241087262,      77287983,           202,    2664110069,     522935951,           497,    1908902769,     269684534,           334
9234,     165516816,      18819882,            33,    1241369614,      77304911,           200,    2664721022,     523055986,           497,    1909336263,     269746251,           387
9235,     165552937,      18824092,            33,    1241652110,      77321789,           210,    2665332011,     523176023,           497,    1909769761,     269807940,           338
9236,     165589061,      18828302,            35,    1241934573,      77338614,           210,    2665943057,     523296072,           497,    1910203230,     269869590,           341
9237,     165625194,      18832515,            34,    1242216933,      77355389,           204,    2666554163,     523416133,           496,    1910636756,     269931257,           339
9238,     165661330,      18836728,            34,    1242499278,      77372154,           202,    2667165425,     523536227,           496,    1911070350,     269992924,           343
9239,     165697469,      18840941,            34,    1242781775,      77389058,           202,    2667776692,     523656317,           498,    1911503938,     270054584,           336
9240,     165733611,      18845154,            34,    1243064300,      77405855,           202,    2668388084,     523776436,           500,    1911937641,     270116276,           341
9241,     165769756,      18849367,            34,    1243347250,      77422883,           207,    2668999562,     523896572,           501,    1912371418,     270177990,           342
9242,     165805908,      18853582,            34,    1243630113,      77439809,           206,    2669611111,     524016723,           505,    1912805221,     270239706,           335
9243,     165842063,      18857797,            34,    1243912645,      77456633,           208,    2670222678,     524136870,           501,    1913239093,     270301425,           369
9244,     165878221,      18862012,            34,    1244195222,      77473433,           205,    2670834339,     524257040,           500,    1913673017,     270363173,           338
9245,     165914382,      18866227,            34,    1244478488,      77490489,           227,    2671446098,     524377229,           497,    1914106964,     270424894,           339
9246,     165950550,      18870444,            34,    1244761773,      77507559,           204,    2672057918,     524497429,           496,    1914540978,     270486656,           336
9247,     165986721,      18874661,            35,    1245044511,      77524453,           207,    2672669789,     524617641,           495,    1914975013,     270548382,           322
9248,     166022899,      18878880,            32,    1245327324,      77541371,           194,    2673281728,     524737866,           484,    1915409137,     270610154,           338
9249,     166059080,      18883099,            33,    1245610215,      77558244,           204,    2673893818,     524858122,           488,    1915843289,     270671924,           344
9250,     166095264,      18887318,            32,    1245892976,      77575048,           193,    2674505964,     524978389,           489,    1916277488,     270733670,           340
9251,     166131451,      18891537,            34,    1246175583,      77591862,           204,    2675118172,     525098666,           498,    1916711711,     270795429,           338
9252,     166167641,      18895756,            33,    1246458580,      77608782,           202,    2675730467,     525218961,           476,    1917146002,     270857181,           326
9253,     166203834,      18899975,            33,    1246741554,      77625677,           196,    2676342844,     525339272,           539,    1917580350,     270918955,           322
9254,     166240030,      18904194,            32,    1247024626,      77642592,           204,    2676955260,     525459590,           494,    1918014711,     270980719,           331
9255,     166276229,      18908413,            33,    1247307566,      77659529,           193,    2677567767,     525579927,           473,    1918449115,     271042474,           333
9256,     166312431,      18912632,            34,    1247590530,      77676453,           203,    2678180367,     525700282,           496,    1918883584,     271104272,           330
9257,     166348636,      18916851,            32,    1247873549,      77693249,           193,    2678793029,     525820647,           474,    1919318110,     271166069,           327
9258,     166384844,      18921070,            32,    1248156580,      77710188,           192,    2679405772,     525941031,           475,    1919752640,     271227869,           323
9259,     166421059,      18925291,            32,    1248439710,      77727140,           195,    2680018573,     526061427,           475,    1920187239,     271289666,           337
9260,     166457277,      18929512,            32,    1248722891,      77744053,           194,    2680631486,     526181845,           479,    1920621921,     271351497,           346
9261,     166493498,      18933733,            34,    1249006324,      77761084,           203,    2681244489,     526302285,           495,    1921056641,     271413325,           343
9262,     166529722,      18937954,            33,    1249289847,      77778118,           235,    2681857557,     526422733,           494,    1921491465,     271475187,           336
9263,     166565949,      18942175,            34,    1249573479,      77795183,           220,    2682470666,     526543188,           497,    1921926244,     271537010,           336
9264,     166602179,      18946396,            34,    1249857085,      77812218,           203,    2683083884,     526663670,           496,    1922361097,     271598822,           338
9265,     166638416,      18950619,            34,    1250140519,      77829220,           197,    2683697175,     526784167,           475,    1922796003,     271660647,           322
9266,     166674656,      18954842,            32,    1250424022,      77846256,           197,    2684310532,     526904676,           476,    1923231003,     271722511,           322
9267,     166710901,      18959066,            33,    1250707275,      77863145,           194,    2684923952,     527025196,           475,    1923665996,     271784335,           326
9268,     166747149,      18963290,            32,    1250990577,      77880047,           193,    2685537472,     527145735,           476,    1924101030,     271846183,           323
9269,     166783400,      18967514,            32,    1251273929,      77897017,           195,    2686151044,     527266287,           474,    1924536112,     271908036,           330
9270,     166819654,      18971738,            34,    1251557638,      77914065,           204,    2686764676,     527386849,           496,    1924971201,     271969851,           328
9271,     166855913,      18975963,            32,    1251841164,      77931008,           194,    2687378389,     527507424,           499,    1925406390,     272031702,           327
9272,     166892175,      18980188,            32,    1252124775,      77947956,           195,    2687992183,     527628018,           485,    1925841637,     272093580,           344
9273,     166928440,      18984413,            32,    1252408461,      77964880,           199,    2688606050,     527748624,           494,    1926276916,     272155456,           325
9274,     166964708,      18988638,            33,    1252692133,      77981790,           196,    2689219986,     527869244,           487,    1926712291,     272217365,           338
9275,     167000981,      18992864,            34,    1252975809,      77998781,           205,    2689833966,     527989868,           481,    1927147679,     272279258,           322
9276,     167037257,      18997090,            32,    1253259409,      78015753,           194,    2690448044,     528110517,           477,    1927583101,     272341140,           323
9277,     167073536,      19001316,            32,    1253543220,      78032776,           196,    2691062222,     528231185,           481,    1928018559,     272403020,           321
9278,     167109820,      19005543,            32,    1253826726,      78049727,           200,    2691676507,     528351877,           512,    1928454123,     272464949,           336
9279,     167146107,      19009770,            33,    1254110283,      78066615,           204,    2692290876,     528472586,           498,    1928889707,     272526853,           343
9280,     167182397,      19013997,            33,    1254394157,      78083587,           203,    2692905308,     528593307,           524,    1929325389,     272588811,           340
9281,     167218690,      19018224,            34,    1254678351,      78100676,           207,    2693519819,     528714043,           509,    1929761116,     272650772,           354
9282,     167254986,      19022451,            33,    1254962522,      78117810,           213,    2694134400,     528834794,           497,    1930196842,     272712723,           349
9283,     167291285,      19026678,            33,    1255246766,      78134844,           209,    2694749042,     528955556,           501,    1930632591,     272774666,           338
9284,     167327589,      19030906,            34,    1255530964,      78151817,           204,    2695363752,     529076332,           491,    1931068464,     272836629,           324
9285,     167363896,      19035134,            32,    1255815399,      78168858,           193,    2695978576,     529197133,           482,    1931504363,     272898593,           324
9286,     167400210,      19039364,            32,    1256099944,      78185915,           193,    2696593419,     529317933,           480,    1931940292,     272960543,           324
9287,     167436527,      19043594,            32,    1256384344,      78202986,           195,    2697208351,     529438751,           503,    1932376295,     273022522,           337
9288,     167472847,      19047824,            34,    1256668585,      78219961,           203,    2697823388,     529559594,           499,    1932812307,     273084497,           338
9289,     167509172,      19052055,            34,    1256952760,      78236940,           196,    2698438464,     529680438,           512,    1933248361,     273146481,           329
9290,     167545504,      19056288,            34,    1257237172,      78254018,           208,    2699053669,     529801311,           497,    1933684441,     273208439,           331
9291,     167581839,      19060521,            32,    1257521578,      78271077,           200,    2699668887,     529922184,           479,    1934120585,     273270418,           358
9292,     167618179,      19064755,            33,    1257806210,      78288122,           200,    2700284203,     530043079,           494,    1934556766,     273332382,           339
9293,     167654522,      19068989,            33,    1258090793,      78305104,           203,    2700899593,     530163988,           518,    1934992991,     273394344,           340
9294,     167690868,      19073223,            34,    1258375357,      78322119,           203,    2701515073,     530284915,           502,    1935429325,     273456367,           338
9295,     167727217,      19077457,            34,    1258659978,      78339225,           205,    2702130620,     530405854,           497,    1935865686,     273518383,           339
9296,     167763569,      19081691,            34,    1258944829,      78356419,           209,    2702746181,     530526792,           479,    1936302060,     273580376,           327
9297,     167799924,      19085925,            32,    1259229400,      78373496,           198,    2703361874,     530647761,           502,    1936738517,     273642394,           341
9298,     167836282,      19090159,            34,    1259513923,      78390593,           206,    2703977643,     530768745,           526,    1937175056,     273704427,           341
9299,     167872643,      19094393,            34,    1259798502,      78407485,           207,    2704593522,     530889753,           502,    1937611620,     273766473,           344
9300,     167909007,      19098627,            57,    1260083039,      78424414,           204,    2705209447,     531010769,           555,    1938048289,     273828553,           331
9301,     167945374,      19102861,            32,    1260367536,      78441400,           198,    2705825451,     531131798,           479,    1938484990,     273890628,           328
9302,     167981746,      19107096,            32,    1260652051,      78458419,           201,    2706441514,     531252838,           477,    1938921726,     273952725,           324
9303,     168018121,      19111331,            32,    1260936731,      78475522,           194,    2707057610,     531373882,           479,    1939358491,     274014791,           327
9304,     168054503,      19115568,            32,    1261221470,      78492595,           197,    2707673844,     531494959,           480,    1939795309,     274076859,           324
9305,     168090896,      19119809,            32,    1261506198,      78509605,           196,    2708290139,     531616047,           478,    1940232149,     274138911,           330
9306,     168127292,      19124050,            32,    1261790836,      78526623,           197,    2708906514,     531737149,           479,    1940669080,     274200997,           328
9307,     168163691,      19128291,            32,    1262075824,      78543677,           197,    2709522935,     531858259,           491,    1941106021,     274263069,           334
9308,     168200093,      19132532,            33,    1262360565,      78560692,           209,    2710139469,     531979394,           560,    1941543006,     274325143,           341
9309,     168236500,      19136774,            34,    1262645607,      78577680,           212,    2710756113,     532100555,           495,    1941979986,     274387193,           338
9310,     168272914,      19141018,            33,    1262930635,      78594686,           197,    2711372792,     532221720,           480,    1942417132,     274449311,           341
9311,     168309335,      19145264,            33,    1263215728,      78611786,           199,    2711989577,     532342906,           482,    1942854292,     274511427,           326
9312,     168345763,      19149512,            33,    1263500910,      78628955,           196,    2712606402,     532464098,           479,    1943291546,     274573566,           329
9313,     168382194,      19153760,            32,    1263786169,      78645950,           196,    2713223270,     532585295,           478,    1943728845,     274635709,           328
9314,     168418628,      19158008,            32,    1264071479,      78662973,           200,    2713840246,     532706517,           480,    1944166170,     274697877,           328
9315,     168455065,      19162256,            32,    1264356781,      78680111,           198,    2714457308,     532827759,           486,    1944603543,     274760037,           340
9316,     168491505,      19166504,            33,    1264642143,      78697211,           204,    2715074484,     532949023,           500,    1945040959,     274822182,           376
9317,     168527948,      19170752,            33,    1264927360,      78714214,           207,    2715691688,     533070291,           499,    1945478402,     274884326,           342
9318,     168564398,      19175002,            35,    1265212598,      78731286,           204,    2716309001,     533191580,           501,    1945915979,     274946535,           341
9319,     168600851,      19179252,            36,    1265497634,      78748345,           205,    2716926391,     533312886,           499,    1946353502,     275008701,           340
9320,     168637307,      19183502,            34,    1265782725,      78765451,           207,    2717543829,     533434201,           502,    1946791111,     275070840,           344
9321,     168673766,      19187752,            34,    1266067831,      78782538,           204,    2718161325,     533555526,           500,    1947228805,     275133012,           360
9322,     168710228,      19192002,            34,    1266353123,      78799669,           204,    2718778915,     533676869,           503,    1947666495,     275195171,           352
9323,     168746693,      19196252,            34,    1266638412,      78816781,           206,    2719396551,     533798221,           499,    1948104287,     275257362,           344
9324,     168783161,      19200502,            34,    1266923407,      78833821,           205,    2720014305,     533919598,           500,    1948542076,     275319541,           340
9325,     168819632,      19204752,            34,    1267208863,      78850928,           204,    2720632077,     534040977,           506,    1948979939,     275381741,           372
9326,     168856106,      19209002,            34,    1267494297,      78868069,           209,    2721249985,     534162386,           498,    1949417905,     275443981,           342
9327,     168892583,      19213252,            35,    1267779713,      78885129,           209,    2721867987,     534283812,           524,    1949855926,     275506235,           346
9328,     168929063,      19217502,            33,    1268065228,      78902252,           206,    2722486073,     534405256,           503,    1950293929,     275568462,           346
9329,     168965546,      19221752,            35,    1268350676,      78919227,           205,    2723104169,     534526697,           505,    1950731989,     275630692,           348
9330,     169002032,      19226002,            34,    1268636066,      78936175,           206,    2723722338,     534648153,           505,    1951170156,     275692981,           327
9331,     169038521,      19230252,            32,    1268921652,      78953190,           198,    2724340627,     534769636,           478,    1951608388,     275755278,           324
9332,     169075015,      19234503,            33,    1269207320,      78970188,           194,    2724959024,     534891144,           477,    1952046562,     275817508,           328
9333,     169111516,      19238756,            32,    1269492903,      78987177,           194,    2725577469,     535012656,           480,    1952484819,     275879759,           324
9334,     169148026,      19243012,            32,    1269778663,      79004151,           194,    2726195956,     535134176,           492,    1952923145,     275942028,           371
9335,     169184541,      19247269,            34,    1270064526,      79021168,           207,    2726814535,     535255716,           574,    1953361584,     276004344,           340
9336,     169221059,      19251526,            34,    1270350367,      79038170,           203,    2727433184,     535377266,           505,    1953800021,     276066632,           344
9337,     169257580,      19255783,            34,    1270636375,      79055236,           202,    2728051929,     535498839,           481,    1954238467,     276128909,           331
9338,     169294106,      19260041,            33,    1270922269,      79072356,           198,    2728670703,     535620414,           482,    1954677033,     276191233,           331
9339,     169330635,      19264299,            34,    1271208142,      79089430,           206,    2729289519,     535741996,           506,    1955115615,     276253557,           348
9340,     169367167,      19268557,            34,    1271494083,      79106448,           209,    2729908467,     535863609,           507,    1955554314,     276315889,           357
9341,     169403704,      19272816,            34,    1271780212,      79123543,           207,    2730527515,     535985244,           506,    1955993073,     276378224,           345
9342,     169440244,      19277075,            34,    1272066340,      79140636,           206,    2731146603,     536106884,           502,    1956431794,     276440555,           351
9343,     169476787,      19281334,            34,    1272352283,      79157648,           211,    2731765787,     536228545,           504,    1956870612,     276502892,           374
9344,     169513333,      19285593,            34,    1272638155,      79174631,           206,    2732385047,     536350222,           503,    1957309471,     276565251,           341
9345,     169549884,      19289853,            36,    1272924112,      79191615,           205,    2733004318,     536471893,           505,    1957748378,     276627617,           343
9346,     169586440,      19294114,            34,    1273210216,      79208613,           205,    2733623711,     536593594,           506,    1958187353,     276689995,           350
9347,     169623007,      19298379,            34,    1273496690,      79225773,           228,    2734243193,     536715313,           701,    1958626323,     276752346,           457
9348,     169659577,      19302644,            44,    1273783101,      79242899,           281,    2734862780,     536837052,           514,    1959065311,     276814687,           351
9349,     169696150,      19306909,            35,    1274069315,      79259984,           240,    2735482399,     536958795,           628,    1959504353,     276877036,           448
9350,     169732726,      19311174,            36,    1274355738,      79277114,           211,    2736102113,     537080558,           504,    1959943503,     276939445,           349
9351,     169769305,      19315439,            36,    1274642391,      79294246,           213,    2736721847,     537202321,           513,    1960382693,     277001822,           407
9352,     169805887,      19319704,            35,    1274929005,      79311427,           220,    2737341629,     537324090,           508,    1960821923,     277064206,           373
9353,     169842472,      19323969,            36,    1275215481,      79328473,           210,    2737961498,     537445877,           511,    1961261223,     277126610,           351
9354,     169879062,      19328235,            34,    1275502211,      79345604,           210,    2738581424,     537567674,           512,    1961700577,     277189014,           343
9355,     169915655,      19332501,            34,    1275788465,      79362691,           207,    2739201406,     537689481,           512,    1962140020,     277251443,           346
9356,     169952251,      19336767,            34,    1276074538,      79379784,           207,    2739821555,     537811330,           511,    1962579412,     277313844,           347
9357,     169988850,      19341033,            34,    1276360591,      79396707,           208,    2740441752,     537933183,           513,    1963018838,     277376243,           342
9358,     170025452,      19345299,            35,    1276646680,      79413721,           206,    2741062022,     538055051,           505,    1963458383,     277438679,           346
9359,     170062057,      19349565,            35,    1276932714,      79430756,           208,    2741682422,     538176949,           512,    1963897905,     277501087,           344
9360,     170098665,      19353831,            35,    1277219166,      79447880,           222,    2742302877,     538298858,           511,    1964337563,     277563545,           374
9361,     170135278,      19358098,            35,    1277505909,      79464928,           210,    2742923394,     538420776,           510,    1964777254,     277626001,           350
9362,     170171894,      19362365,            34,    1277792498,      79481965,           281,    2743544023,     538542718,           711,    1965216963,     277688414,           466
9363,     170208513,      19366632,            36,    1278079194,      79499005,           218,    2744164685,     538664664,           519,    1965656673,     277750832,           355
9364,     170245135,      19370899,            35,    1278365864,      79516171,           214,    2744785436,     538786628,           512,    1966096534,     277813310,           348
9365,     170281762,      19375167,            35,    1278652356,      79533238,           214,    2745406198,     538908590,           512,    1966536366,     277875755,           343
9366,     170318394,      19379436,            35,    1278938906,      79550301,           211,    2746027088,     539030578,           515,    1966976359,     277938277,           353
9367,     170355033,      19383707,            35,    1279226011,      79567435,           212,    2746648046,     539152583,           514,    1967416307,     278000734,           344
9368,     170391675,      19387978,            35,    1279513205,      79584623,           283,    2747269069,     539274599,           667,    1967856341,     278063234,           445
9369,     170428320,      19392249,            35,    1279800466,      79601857,           211,    2747890140,     539396624,           583,    1968296418,     278125735,           347
9370,     170464968,      19396520,            36,    1280087752,      79619085,           210,    2748511352,     539518682,           507,    1968736578,     278188255,           350
