"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.003227767E1,-3.080593872E-1,9.808054047E0,-1.431024170E-1,9.813934128E0
1.004230767E1,-3.140469360E-1,9.792187042E0,-1.204994202E-1,9.797962679E0
1.005233767E1,-3.203338623E-1,9.799372101E0,-1.585203552E-1,9.805887826E0
1.006236767E1,-3.381468201E-1,9.800719299E0,-2.124082947E-1,9.808851071E0
1.007239767E1,-3.423381042E-1,9.801467743E0,-1.986369324E-1,9.809455740E0
1.008242767E1,-3.507206726E-1,9.796827393E0,-1.466949463E-1,9.804200700E0
1.009245767E1,-3.300636292E-1,9.798324280E0,-1.344204712E-1,9.804803392E0
1.010248767E1,-3.040177917E-1,9.803563385E0,-1.264869690E-1,9.809091743E0
1.011251767E1,-3.031196594E-1,9.801467743E0,-1.483415222E-1,9.807275700E0
1.012254767E1,-3.041674805E-1,9.782307587E0,-1.666035461E-1,9.788453214E0
1.013257767E1,-2.969824219E-1,9.802665253E0,-1.601669312E-1,9.808470730E0
1.014260767E1,-2.881507874E-1,9.803264008E0,-1.698966980E-1,9.808969414E0
1.015263767E1,-2.880010986E-1,9.815089417E0,-1.621128845E-1,9.820651988E0
1.016266767E1,-2.905458069E-1,9.791737976E0,-1.002914429E-1,9.796561021E0
1.017269767E1,-2.899470520E-1,9.790839844E0,-9.056167603E-2,9.795550804E0
1.018272767E1,-2.963836670E-1,9.817484436E0,-1.004411316E-1,9.822470786E0
1.019275767E1,-3.032693481E-1,9.816286926E0,-1.255888367E-1,9.821773459E0
1.020278767E1,-3.243754578E-1,9.802665253E0,-1.344204712E-1,9.808951746E0
1.021281767E1,-3.327580261E-1,9.788444824E0,-1.347198486E-1,9.795025749E0
1.022284767E1,-3.219804382E-1,9.795330505E0,-1.456471252E-1,9.801703127E0
1.023287767E1,-3.317102051E-1,9.798923035E0,-1.618135071E-1,9.805871094E0
1.024290779E1,-3.403921509E-1,9.803563385E0,-1.669029236E-1,9.810890808E0
1.025293779E1,-3.261717224E-1,9.800270233E0,-1.851649475E-1,9.807444657E0
1.026296779E1,-3.194357300E-1,9.799671478E0,-1.785786438E-1,9.806502465E0
1.027299779E1,-3.068618774E-1,9.814041595E0,-1.963916016E-1,9.820801714E0
1.028302779E1,-3.040177917E-1,9.801467743E0,-1.791773987E-1,9.807818375E0
1.029305779E1,-3.010240173E-1,9.795480194E0,-1.621128845E-1,9.801445214E0
1.030308779E1,-2.880010986E-1,9.793534241E0,-1.389111328E-1,9.798752669E0
1.031311779E1,-3.020718384E-1,9.788893890E0,-1.469943237E-1,9.794656621E0
1.032314779E1,-2.948867798E-1,9.793983307E0,-1.640588379E-1,9.799795025E0
1.033317779E1,-2.905458069E-1,9.814640350E0,-1.594184875E-1,9.820234026E0
1.034320779E1,-3.035687256E-1,9.817334747E0,-1.282832336E-1,9.822864760E0
1.035323779E1,-3.171903992E-1,9.804611206E0,-1.210981750E-1,9.810488032E0
1.036326779E1,-3.258723450E-1,9.802515564E0,-1.239422607E-1,9.808713771E0
1.037329779E1,-3.225791931E-1,9.798324280E0,-1.332229614E-1,9.804537949E0
1.038332779E1,-3.122506714E-1,9.812095642E0,-1.264869690E-1,9.817877588E0
1.039335779E1,-3.064128113E-1,9.798623657E0,-1.109193420E-1,9.804040875E0
1.040338779E1,-3.137475586E-1,9.790989532E0,-1.263372803E-1,9.796829827E0
1.041341779E1,-3.155438232E-1,9.801916809E0,-1.815724182E-1,9.808675220E0
1.042344779E1,-3.156935120E-1,9.804311829E0,-2.038760376E-1,9.811511518E0
1.043347779E1,-3.155438232E-1,9.796528015E0,-1.535806274E-1,9.802811641E0
1.044350779E1,-3.161425781E-1,9.794731750E0,-1.381626892E-1,9.800806351E0
1.045353779E1,-2.999761963E-1,9.786049805E0,-1.582209778E-1,9.791924753E0
1.046356779E1,-3.112028503E-1,9.797276459E0,-2.022294617E-1,9.804303646E0
1.047359879E1,-3.180885315E-1,9.819430389E0,-2.115101624E-1,9.826857587E0
1.048362879E1,-3.192860413E-1,9.816137238E0,-1.734892273E-1,9.822860701E0
1.049365879E1,-3.046165466E-1,9.815239105E0,-1.585203552E-1,9.821244251E0
1.050368879E1,-3.016227722E-1,9.810449066E0,-1.336720276E-1,9.815994875E0
1.051371879E1,-2.947370911E-1,9.794432373E0,-1.299298096E-1,9.799727405E0
1.052374879E1,-3.011737061E-1,9.815089417E0,-1.269360352E-1,9.820529447E0
1.053377879E1,-3.068618774E-1,9.849817200E0,-1.124162292E-1,9.855237211E0
1.054380879E1,-3.134481812E-1,9.875413971E0,-1.172062683E-1,9.881082338E0
1.055383879E1,-3.056643677E-1,9.899364166E0,-1.312770081E-1,9.904952057E0
1.056386879E1,-3.088078308E-1,9.904453583E0,-1.362167358E-1,9.910202725E0
1.057389879E1,-3.082090759E-1,9.912836151E0,-1.716929626E-1,9.919112454E0
1.058392879E1,-3.053649902E-1,9.902657318E0,-1.669029236E-1,9.908770172E0
1.059395879E1,-3.046165466E-1,9.893975372E0,-1.423539734E-1,9.899687094E0
1.060398879E1,-3.147953796E-1,9.870474243E0,-1.465452576E-1,9.876580047E0
1.061401879E1,-3.204835510E-1,9.851314087E0,-1.582209778E-1,9.857795536E0
1.062404879E1,-3.110531616E-1,9.844727783E0,-1.588197327E-1,9.850920916E0
1.063407879E1,-3.135978699E-1,9.821825409E0,-1.838177490E-1,9.828549585E0
1.064410879E1,-3.170407104E-1,9.812395020E0,-1.919009399E-1,9.819390857E0
1.065413879E1,-3.188369751E-1,9.819729767E0,-1.731898499E-1,9.826430910E0
1.066416879E1,-3.140469360E-1,9.828411713E0,-1.624122620E-1,9.834768935E0
1.067419879E1,-3.240760803E-1,9.830507355E0,-1.499880981E-1,9.836991236E0
1.068422879E1,-3.227288818E-1,9.862391052E0,-1.426533508E-1,9.868701089E0
1.069425879E1,-3.173400879E-1,9.885892181E0,-1.419049072E-1,9.892002121E0
1.070428879E1,-3.062631226E-1,9.905202026E0,-1.448986816E-1,9.910994900E0
1.071431879E1,-3.014730835E-1,9.920619965E0,-1.625619507E-1,9.926530758E0
1.072434879E1,-3.177891541E-1,9.939929810E0,-1.456471252E-1,9.946074987E0
1.073437879E1,-3.156935120E-1,9.940977631E0,-1.234931946E-1,9.946755713E0
1.074440879E1,-3.107537842E-1,9.937834167E0,-1.083746338E-1,9.943282200E0
1.075443879E1,-3.129991150E-1,9.930050354E0,-9.639953613E-2,9.935449731E0
1.076446879E1,-3.112028503E-1,9.921069031E0,-1.290316772E-1,9.926787350E0
1.077449879E1,-3.095562744E-1,9.923464050E0,-1.474433899E-1,9.929385852E0
1.078452879E1,-3.121009827E-1,9.918224945E0,-1.704954529E-1,9.924598822E0
1.079455879E1,-3.228785706E-1,9.903405762E0,-1.748364258E-1,9.910210090E0
1.080458879E1,-3.144960022E-1,9.898765411E0,-1.615141296E-1,9.905077043E0
1.081461879E1,-3.132984924E-1,9.892478485E0,-1.565744019E-1,9.898676784E0
1.082464879E1,-3.255729675E-1,9.891280975E0,-1.752854919E-1,9.898189839E0
1.083467879E1,-3.119512939E-1,9.905351715E0,-1.613644409E-1,9.911576297E0
1.084470879E1,-3.150947571E-1,9.920470276E0,-1.669029236E-1,9.926876235E0
1.085473879E1,-3.207829285E-1,9.940528564E0,-1.631607056E-1,9.947041331E0
1.086476879E1,-3.239263916E-1,9.959389343E0,-1.490899658E-1,9.965771030E0
1.087479879E1,-3.165916443E-1,9.959239655E0,-1.592687988E-1,9.965543202E0
1.088482879E1,-3.197351074E-1,9.966724091E0,-1.520837402E-1,9.973011035E0
1.089485879E1,-3.129991150E-1,9.969717865E0,-1.565744019E-1,9.975858775E0
1.090488879E1,-3.101550293E-1,9.973759460E0,-1.377136230E-1,9.979530999E0
1.091491879E1,-3.132984924E-1,9.981393585E0,-1.293310547E-1,9.987146758E0
1.092494879E1,-3.182382202E-1,9.979896698E0,-1.516346741E-1,9.986120705E0
1.093497879E1,-3.126997375E-1,9.996212769E0,-1.737886047E-1,1.000261232E1
1.094500879E1,-3.079096985E-1,9.985584869E0,-1.474433899E-1,9.991418974E0
1.095503879E1,-3.115022278E-1,9.996811523E0,-1.234931946E-1,1.000242595E1
1.096506879E1,-3.086581421E-1,1.000384689E1,-1.366658020E-1,1.000954045E1
1.097509879E1,-3.194357300E-1,1.001207977E1,-1.469943237E-1,1.001825274E1
1.098512879E1,-3.179388428E-1,1.001716919E1,-1.499880981E-1,1.002333578E1
1.099515879E1,-3.125500488E-1,1.001477417E1,-1.667532349E-1,1.002103766E1
1.100518879E1,-3.162922668E-1,1.002465363E1,-1.718426514E-1,1.003111415E1
1.101521879E1,-3.121009827E-1,1.003902374E1,-1.859133911E-1,1.004559448E1
1.102524879E1,-3.159928894E-1,1.003617966E1,-1.772314453E-1,1.004271699E1
1.103527879E1,-3.237767029E-1,1.003917343E1,-1.528321838E-1,1.004555584E1
1.104530879E1,-3.294648743E-1,1.003872437E1,-1.474433899E-1,1.004521147E1
1.105533979E1,-3.314108276E-1,1.003378464E1,-1.431024170E-1,1.004027617E1
1.106536979E1,-3.218307495E-1,1.004291565E1,-1.559756470E-1,1.004928148E1
1.107539979E1,-3.189866638E-1,1.003498215E1,-1.683998108E-1,1.004146293E1
1.108542979E1,-3.164419556E-1,1.002779709E1,-1.616638184E-1,1.003409115E1
1.109545979E1,-3.140469360E-1,1.003273682E1,-1.562750244E-1,1.003886724E1
1.110548979E1,-3.085084534E-1,1.003558090E1,-1.504371643E-1,1.004144874E1
1.111551979E1,-3.110531616E-1,1.003662872E1,-1.474433899E-1,1.004253005E1
1.112554979E1,-3.034190369E-1,1.002839584E1,-1.315763855E-1,1.003384765E1
1.113557979E1,-3.107537842E-1,1.002959335E1,-1.399589539E-1,1.003538237E1
1.114560979E1,-3.049159241E-1,1.004366409E1,-1.465452576E-1,1.004936006E1
1.115563979E1,-3.110531616E-1,1.005309448E1,-1.511856079E-1,1.005904170E1
1.116566979E1,-3.150947571E-1,1.006342300E1,-1.592687988E-1,1.006961438E1
1.117569979E1,-3.174897766E-1,1.007674530E1,-1.565744019E-1,1.008296143E1
1.118572979E1,-3.191363525E-1,1.010309052E1,-1.345701599E-1,1.010902543E1
1.119575979E1,-3.236270142E-1,1.012240036E1,-1.369651794E-1,1.012849855E1
1.120578979E1,-3.219804382E-1,1.013437546E1,-1.404080200E-1,1.014046112E1
1.121581979E1,-3.225791931E-1,1.014694931E1,-1.481918335E-1,1.015315707E1
1.122584979E1,-3.294648743E-1,1.016640884E1,-1.558259583E-1,1.017293948E1
1.123587979E1,-3.399430847E-1,1.019005966E1,-1.615141296E-1,1.019700760E1
1.124590983E1,-3.338058472E-1,1.018407211E1,-1.796264648E-1,1.019112441E1
1.125593983E1,-3.326083374E-1,1.018407211E1,-1.787283325E-1,1.019106947E1
1.126596983E1,-3.192860413E-1,1.017479141E1,-1.679507446E-1,1.018118516E1
1.127599983E1,-3.263214111E-1,1.016910324E1,-1.658551025E-1,1.017568938E1
1.128602983E1,-3.203338623E-1,1.016790573E1,-1.648072815E-1,1.017428534E1
1.129605983E1,-3.155438232E-1,1.016566040E1,-1.651066589E-1,1.017189655E1
1.130608983E1,-3.044668579E-1,1.017494110E1,-1.546284485E-1,1.018066974E1
1.131611983E1,-3.074606323E-1,1.016745667E1,-1.570234680E-1,1.017331625E1
1.132614983E1,-3.094065857E-1,1.018018021E1,-1.588197327E-1,1.018611924E1
1.133617983E1,-3.034190369E-1,1.017703674E1,-1.326242065E-1,1.018242256E1
1.134620983E1,-3.044668579E-1,1.018886215E1,-1.428030396E-1,1.019441047E1
1.135623983E1,-3.134481812E-1,1.017928207E1,-1.591191101E-1,1.018534988E1
1.136626983E1,-3.219804382E-1,1.018107834E1,-1.579216003E-1,1.018739254E1
1.137629983E1,-3.206332397E-1,1.018931122E1,-1.516346741E-1,1.019548242E1
1.138632983E1,-3.248245239E-1,1.019140686E1,-1.407073975E-1,1.019755281E1
1.139635983E1,-3.324586487E-1,1.019574783E1,-1.306782532E-1,1.020200370E1
1.140638983E1,-3.270698547E-1,1.020936951E1,-1.326242065E-1,1.021546815E1
1.141641983E1,-3.276686096E-1,1.021954834E1,-1.360670471E-1,1.022570532E1
1.142644983E1,-3.246748352E-1,1.021939865E1,-1.523831177E-1,1.022569035E1
1.143647983E1,-3.351530457E-1,1.023721161E1,-1.712438965E-1,1.024412776E1
1.144650983E1,-3.320095825E-1,1.024963577E1,-1.740879822E-1,1.025648919E1
1.145653983E1,-3.231779480E-1,1.025801834E1,-1.838177490E-1,1.026475393E1
1.146656983E1,-3.306623840E-1,1.027268784E1,-1.676513672E-1,1.027937547E1
1.147659983E1,-3.179388428E-1,1.028376480E1,-1.553768921E-1,1.028985158E1
1.148662983E1,-3.237767029E-1,1.030546967E1,-1.580712891E-1,1.031176624E1
1.149665983E1,-3.269201660E-1,1.032148636E1,-1.597178650E-1,1.032789752E1
1.150668983E1,-3.243754578E-1,1.034184402E1,-1.568737793E-1,1.034811899E1
1.151671983E1,-3.297642517E-1,1.035486694E1,-1.543290710E-1,1.036126591E1
1.152674983E1,-3.255729675E-1,1.036908737E1,-1.549278259E-1,1.037535413E1
1.153677983E1,-3.248245239E-1,1.037597305E1,-1.532812500E-1,1.038218777E1
1.154680983E1,-3.225791931E-1,1.038016434E1,-1.440005493E-1,1.038617375E1
1.155683983E1,-3.174897766E-1,1.036774017E1,-1.320254517E-1,1.037344045E1
1.156686983E1,-3.183879089E-1,1.035471725E1,-1.311273193E-1,1.036044085E1
1.157689983E1,-3.185375977E-1,1.032507889E1,-1.347198486E-1,1.033086974E1
1.158692983E1,-3.186872864E-1,1.030996033E1,-1.260379028E-1,1.031565456E1
1.159695983E1,-3.174897766E-1,1.028795609E1,-1.456471252E-1,1.029388426E1
1.160698983E1,-3.197351074E-1,1.028630951E1,-1.769320679E-1,1.029279840E1
1.161701983E1,-3.216810608E-1,1.026580215E1,-1.872605896E-1,1.027254784E1
1.162704983E1,-3.266207886E-1,1.027074188E1,-1.697470093E-1,1.027733594E1
1.163708083E1,-3.131488037E-1,1.027987289E1,-1.567240906E-1,1.028583547E1
1.164711083E1,-3.153941345E-1,1.029858398E1,-1.399589539E-1,1.030436286E1
1.165714083E1,-3.200344849E-1,1.035351974E1,-1.484912109E-1,1.035952908E1
1.166717083E1,-3.347039795E-1,1.039722885E1,-1.666035461E-1,1.040394883E1
1.167720083E1,-3.242257690E-1,1.045530807E1,-1.651066589E-1,1.046163704E1
1.168723083E1,-3.225791931E-1,1.049258057E1,-1.739382935E-1,1.049897894E1
1.169726083E1,-3.338058472E-1,1.050814819E1,-1.772314453E-1,1.051494250E1
1.170729083E1,-3.279679871E-1,1.050754944E1,-1.654060364E-1,1.051396773E1
1.171732083E1,-3.381468201E-1,1.047282166E1,-1.531315613E-1,1.047939817E1
1.172735083E1,-3.426374817E-1,1.045845154E1,-1.324745178E-1,1.046490127E1
1.173738083E1,-3.335064697E-1,1.040995239E1,-1.246907043E-1,1.041603971E1
1.174741083E1,-3.197351074E-1,1.037821838E1,-1.387614441E-1,1.038406963E1
1.175744083E1,-3.225791931E-1,1.035112473E1,-1.469943237E-1,1.035719304E1
1.176747083E1,-3.266207886E-1,1.032208511E1,-1.540296936E-1,1.032840004E1
1.177750083E1,-3.296145630E-1,1.035351974E1,-1.486408997E-1,1.035983161E1
1.178753083E1,-3.312611389E-1,1.038480469E1,-1.571731567E-1,1.039127546E1
1.179756083E1,-3.293151855E-1,1.042911255E1,-1.630110168E-1,1.043558382E1
1.180759083E1,-3.137475586E-1,1.045261368E1,-1.520837402E-1,1.045842721E1
1.181762083E1,-3.103047180E-1,1.046024780E1,-1.543290710E-1,1.046598732E1
1.182765083E1,-3.116519165E-1,1.046773224E1,-1.758842468E-1,1.047384745E1
1.183768083E1,-3.119512939E-1,1.046159500E1,-1.893562317E-1,1.046795775E1
1.184771083E1,-3.218307495E-1,1.045845154E1,-1.661544800E-1,1.046472125E1
1.185774083E1,-3.263214111E-1,1.041549088E1,-1.592687988E-1,1.042181857E1
1.186777083E1,-3.260220337E-1,1.041983185E1,-1.588197327E-1,1.042614070E1
1.187780083E1,-3.282673645E-1,1.041579025E1,-1.652563477E-1,1.042227210E1
1.188783083E1,-3.210823059E-1,1.048225204E1,-1.514849854E-1,1.048826246E1
1.189786083E1,-3.373983765E-1,1.048539551E1,-1.437011719E-1,1.049180664E1
1.190789083E1,-3.429368591E-1,1.050171158E1,-1.282832336E-1,1.050809252E1
1.191792083E1,-3.394940186E-1,1.047731232E1,-1.437011719E-1,1.048379605E1
1.192795083E1,-3.300636292E-1,1.045381119E1,-1.553768921E-1,1.046017458E1
1.193798083E1,-3.324586487E-1,1.041189835E1,-1.592687988E-1,1.041842226E1
1.194801083E1,-3.276686096E-1,1.040830582E1,-1.532812500E-1,1.041459033E1
1.195804083E1,-3.284170532E-1,1.042986099E1,-1.474433899E-1,1.043607194E1
1.196807083E1,-3.258723450E-1,1.044812302E1,-1.493893433E-1,1.045427111E1
1.197810083E1,-3.278182983E-1,1.050560349E1,-1.715432739E-1,1.051211665E1
1.198813083E1,-3.385958862E-1,1.054437286E1,-1.914518738E-1,1.055154491E1
1.199816083E1,-3.421884155E-1,1.052820648E1,-1.845661926E-1,1.053538273E1
1.200819083E1,-3.327580261E-1,1.049991531E1,-1.673519897E-1,1.050651970E1
1.201822083E1,-3.264710999E-1,1.044408142E1,-1.480421448E-1,1.045023141E1
1.202825083E1,-3.227288818E-1,1.043165726E1,-1.402583313E-1,1.043759069E1
1.203828083E1,-3.161425781E-1,1.040022263E1,-1.692979431E-1,1.040640373E1
1.204831083E1,-3.167413330E-1,1.045261368E1,-1.736389160E-1,1.045885310E1
1.205834083E1,-3.180885315E-1,1.046294220E1,-1.498384094E-1,1.046884862E1
1.206837083E1,-3.167413330E-1,1.050156189E1,-1.459465027E-1,1.050735112E1
1.207840083E1,-3.230282593E-1,1.048749115E1,-1.525328064E-1,1.049357347E1
1.208843083E1,-3.326083374E-1,1.049093399E1,-1.495390320E-1,1.049727042E1
1.209846083E1,-3.251239014E-1,1.041668839E1,-1.233435059E-1,1.042249088E1
1.210849083E1,-3.179388428E-1,1.040426422E1,-1.345701599E-1,1.040999079E1
1.211852083E1,-3.222798157E-1,1.047446823E1,-1.583706665E-1,1.048062165E1
1.212855083E1,-3.189866638E-1,1.047671356E1,-1.775308228E-1,1.048307191E1
1.213858083E1,-3.339555359E-1,1.049198181E1,-1.725910950E-1,1.049871403E1
1.214861083E1,-3.318598938E-1,1.046174469E1,-1.731898499E-1,1.046843960E1
1.215864183E1,-3.338058472E-1,1.041579025E1,-1.887574768E-1,1.042284713E1
1.216867183E1,-3.321592712E-1,1.039034317E1,-1.848655701E-1,1.039729466E1
1.217870183E1,-3.417393494E-1,1.043001068E1,-1.832189941E-1,1.043721600E1
1.218873183E1,-3.320095825E-1,1.047626450E1,-1.604663086E-1,1.048275239E1
1.219876183E1,-3.189866638E-1,1.046907944E1,-1.383123779E-1,1.047485117E1
1.220879183E1,-3.180885315E-1,1.048165329E1,-1.582209778E-1,1.048767228E1
1.221882183E1,-3.384461975E-1,1.045366150E1,-1.901046753E-1,1.046086633E1
1.222885183E1,-3.273692322E-1,1.043824356E1,-1.695973206E-1,1.044475287E1
1.223888183E1,-3.263214111E-1,1.038525375E1,-1.013392639E-1,1.039087344E1
1.224891192E1,-3.284170532E-1,1.047671356E1,-1.004411316E-1,1.048234102E1
1.225894192E1,-3.323089600E-1,1.042956161E1,-1.330732727E-1,1.043570281E1
1.226897192E1,-3.255729675E-1,1.042701691E1,-1.655557251E-1,1.043341210E1
1.227900192E1,-3.502716064E-1,1.040561142E1,-1.654060364E-1,1.041281894E1
1.228903192E1,-3.421884155E-1,1.034917877E1,-1.649569702E-1,1.035614817E1
1.229906192E1,-3.046165466E-1,1.036369858E1,-1.359173584E-1,1.036906519E1
1.230909192E1,-2.986289978E-1,1.045934967E1,-1.323248291E-1,1.046444861E1
1.231912192E1,-3.082090759E-1,1.040561142E1,-1.794767761E-1,1.041172194E1
1.232915192E1,-3.173400879E-1,1.036938675E1,-1.742376709E-1,1.037570456E1
1.233918192E1,-3.243754578E-1,1.028645920E1,-1.529818726E-1,1.029270935E1
1.234921192E1,-3.065625000E-1,1.028481262E1,-1.469943237E-1,1.029043044E1
1.235924192E1,-3.144960022E-1,1.035860916E1,-1.345701599E-1,1.036425591E1
1.236927192E1,-3.035687256E-1,1.040142014E1,-1.495390320E-1,1.040692350E1
1.237930192E1,-3.356021118E-1,1.036863831E1,-1.716929626E-1,1.037548879E1
1.238933192E1,-3.526666260E-1,1.033929932E1,-2.001338196E-1,1.034724783E1
1.239936192E1,-3.306623840E-1,1.025233017E1,-1.721420288E-1,1.025910544E1
1.240939192E1,-3.285667419E-1,1.030082932E1,-1.516346741E-1,1.030718360E1
1.241942192E1,-3.320095825E-1,1.038570282E1,-1.318757629E-1,1.039184510E1
1.242945192E1,-3.363505554E-1,1.034034714E1,-1.281335449E-1,1.034660953E1
1.243948192E1,-3.370989990E-1,1.036265076E1,-1.293310547E-1,1.036893885E1
1.244951192E1,-3.507206726E-1,1.024364822E1,-1.451980591E-1,1.025067883E1
1.245954192E1,-3.650907898E-1,1.026161087E1,-1.104702759E-1,1.026869771E1
1.246957192E1,-3.555107117E-1,1.034109558E1,-9.295669556E-2,1.034762227E1
1.247960192E1,-3.496728516E-1,1.028166916E1,-1.396595764E-1,1.028856144E1
1.248963192E1,-3.459306335E-1,1.024888733E1,-1.609153748E-1,1.025598622E1
1.249966192E1,-3.601510620E-1,1.020547760E1,-1.878593445E-1,1.021355829E1
1.250969192E1,-3.469784546E-1,1.024484573E1,-1.769320679E-1,1.025224673E1
1.251972192E1,-3.207829285E-1,1.028780640E1,-1.673519897E-1,1.029416674E1
1.252975192E1,-3.077600098E-1,1.019739441E1,-1.692979431E-1,1.020344210E1
1.253978192E1,-3.094065857E-1,1.014679962E1,-1.824705505E-1,1.015315569E1
1.254981192E1,-3.103047180E-1,1.016146912E1,-1.841171265E-1,1.016787307E1
1.255984192E1,-3.427871704E-1,1.019095779E1,-1.758842468E-1,1.019823804E1
1.256987192E1,-3.225791931E-1,1.026220963E1,-1.031355286E-1,1.026779629E1
1.257990192E1,-3.263214111E-1,1.016042130E1,-1.067280579E-1,1.016622041E1
1.258993192E1,-3.005749512E-1,1.012464569E1,-1.820214844E-1,1.013074170E1
1.259996192E1,-2.877017212E-1,1.006342300E1,-2.052232361E-1,1.006962618E1
1.260999192E1,-2.809657288E-1,1.018856277E1,-1.854643250E-1,1.019412332E1
1.262002192E1,-3.094065857E-1,1.022044647E1,-1.193019104E-1,1.022582473E1
1.263005192E1,-3.076103210E-1,1.011461655E1,-5.298980713E-2,1.011943180E1
1.264008192E1,-2.960842896E-1,1.010683273E1,-7.888595581E-2,1.011147649E1
1.265011292E1,-3.094065857E-1,1.004111938E1,-1.085243225E-1,1.004647144E1
1.266014292E1,-3.309617615E-1,1.020218445E1,-1.528321838E-1,1.020869536E1
1.267017292E1,-3.481759644E-1,1.012389725E1,-1.047821045E-1,1.013042454E1
1.268020292E1,-3.565585327E-1,1.000863693E1,-1.148112488E-1,1.001564421E1
1.269023292E1,-3.200344849E-1,1.001791763E1,-1.724414062E-1,1.002451155E1
1.270026292E1,-3.091072083E-1,1.004052063E1,-2.233355713E-1,1.004775998E1
1.271029292E1,-3.025209045E-1,1.018227585E1,-2.204914856E-1,1.018915486E1
1.272032292E1,-3.201841736E-1,9.984686737E0,-1.453477478E-1,9.990876494E0
1.273035292E1,-3.345542908E-1,9.974358215E0,-1.447489929E-1,9.981017015E0
1.274038292E1,-3.469784546E-1,9.918075256E0,-1.507365417E-1,9.925287519E0
1.275041292E1,-3.438349915E-1,1.002435425E1,-1.561253357E-1,1.003146429E1
1.276044292E1,-3.264710999E-1,1.007614655E1,-1.826202393E-1,1.008308796E1
1.277047292E1,-3.320095825E-1,9.897268524E0,-1.791773987E-1,9.904456529E0
1.278050292E1,-3.058140564E-1,9.959389343E0,-2.260299683E-1,9.966646772E0
1.279053292E1,-2.833607483E-1,9.909093933E0,-2.287243652E-1,9.915782910E0
1.280056292E1,-2.939886475E-1,1.014979340E1,-2.236349487E-1,1.015651259E1
1.281059292E1,-3.173400879E-1,9.943372650E0,-8.726852417E-2,9.948818030E0
1.282062292E1,-3.451821899E-1,9.918524323E0,-5.837860107E-3,9.924530697E0
1.283065292E1,-3.314108276E-1,9.813592529E0,-1.422042847E-2,9.819197202E0
1.284068292E1,-3.132984924E-1,9.970915375E0,-6.376739502E-2,9.976040078E0
1.285071292E1,-3.152444458E-1,9.971963196E0,-1.315763855E-1,9.977812455E0
1.286074292E1,-3.273692322E-1,9.821376343E0,-1.466949463E-1,9.827925686E0
1.287077292E1,-2.875520325E-1,9.903555450E0,-1.911524963E-1,9.909572948E0
1.288080292E1,-2.736309814E-1,9.791438599E0,-2.212399292E-1,9.797759481E0
1.289083292E1,-2.682421875E-1,9.957892456E0,-1.675016785E-1,9.962912870E0
1.290086292E1,-3.269201660E-1,9.733209686E0,-8.652008057E-2,9.739082776E0
1.291089292E1,-3.427871704E-1,9.787846069E0,-5.748046875E-2,9.794015404E0
1.292092292E1,-3.315605164E-1,9.782157898E0,-1.270857239E-1,9.788600324E0
1.293095292E1,-2.972817993E-1,9.937385101E0,-1.968406677E-1,9.943779230E0
1.294098292E1,-2.671943665E-1,9.891580353E0,-2.938389587E-1,9.899550295E0
1.295101292E1,-2.912942505E-1,9.757010193E0,-2.724334717E-1,9.765158485E0
1.296104292E1,-2.847079468E-1,9.841135254E0,-2.493814087E-1,9.848410673E0
1.297107292E1,-3.341052246E-1,9.835297394E0,-1.478924561E-1,9.842081757E0
1.298110292E1,-3.164419556E-1,9.907447357E0,-1.061293030E-1,9.913067743E0
1.299113292E1,-3.620970154E-1,9.731862488E0,-6.945556641E-2,9.738844172E0
1.300116292E1,-3.032693481E-1,9.845476227E0,-1.163081360E-1,9.850832554E0
1.301119292E1,-2.779719543E-1,9.734407196E0,-1.410067749E-1,9.739396017E0
1.302122292E1,-2.402503967E-1,9.904752960E0,-1.755848694E-1,9.909222043E0
1.303125292E1,-2.966830444E-1,9.708511047E0,-1.871109009E-1,9.714845242E0
1.304128292E1,-3.487747192E-1,9.727671204E0,-1.505868530E-1,9.735086402E0
1.305131292E1,-3.429368591E-1,9.745184784E0,-6.721023560E-2,9.751448578E0
1.306134292E1,-3.504212952E-1,9.699829102E0,1.122665405E-2,9.706163285E0
1.307137292E1,-3.498225403E-1,9.808353424E0,-1.990859985E-2,9.814609980E0
1.308140292E1,-3.312611389E-1,9.670340424E0,-1.637594604E-1,9.677398153E0
1.309143292E1,-3.056643677E-1,9.765991516E0,-2.637515259E-1,9.774333014E0
1.310146292E1,-3.255729675E-1,9.784103851E0,-2.642005920E-1,9.793083676E0
1.311149292E1,-3.601510620E-1,9.842332764E0,-1.594184875E-1,9.850210012E0
1.312152392E1,-3.754193115E-1,9.669142914E0,-6.361770630E-2,9.676637410E0
1.313155392E1,-3.740721130E-1,9.753417664E0,-5.239105225E-2,9.760729014E0
1.314158392E1,-3.284170532E-1,9.778265991E0,-1.086740112E-1,9.784383148E0
1.315161392E1,-2.670446777E-1,9.873468018E0,-1.863624573E-1,9.878836699E0
1.316164392E1,-2.546205139E-1,9.822424164E0,-2.149530029E-1,9.828074728E0
1.317167392E1,-3.043171692E-1,9.709708557E0,-2.022294617E-1,9.716580981E0
1.318170392E1,-2.832110596E-1,9.805209961E0,-2.104623413E-1,9.811556720E0
1.319173392E1,-2.628533936E-1,9.728868713E0,-1.591191101E-1,9.733719599E0
