"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.212742042E0,9.505233765E-2,6.646179199E-2,9.846374359E0,9.847057435E0
3.222711042E0,8.083190918E-2,6.676116943E-2,9.839638367E0,9.840196850E0
3.232679042E0,8.442443848E-2,7.334747314E-2,9.836345215E0,9.836980966E0
3.242648042E0,8.038284302E-2,7.484436035E-2,9.831106110E0,9.831719606E0
3.252616042E0,7.065307617E-2,7.185058594E-2,9.833052063E0,9.833568388E0
3.262586042E0,8.202941895E-2,7.694000244E-2,9.830956421E0,9.831599704E0
3.272555042E0,8.173004150E-2,7.963439941E-2,9.827513580E0,9.828176057E0
3.282524042E0,8.217910767E-2,8.292755127E-2,9.830058289E0,9.830751565E0
3.292493042E0,8.098159790E-2,7.723937988E-2,9.831405487E0,9.832042402E0
3.302462042E0,8.487350464E-2,8.232879639E-2,9.837243347E0,9.837953965E0
3.312431042E0,8.592132568E-2,8.352630615E-2,9.835297394E0,9.836027346E0
3.322400042E0,8.666976929E-2,7.708969116E-2,9.828112335E0,9.828796800E0
3.332369042E0,9.490264893E-2,7.394622803E-2,9.842781830E0,9.843517090E0
3.342338042E0,8.622070312E-2,7.783813477E-2,9.835746460E0,9.836432342E0
3.352308042E0,8.652008057E-2,7.843688965E-2,9.834998016E0,9.835691336E0
3.362276042E0,9.445358276E-2,7.035369873E-2,9.835746460E0,9.836451573E0
3.372245042E0,8.397537231E-2,6.825805664E-2,9.836794281E0,9.837389529E0
3.382215042E0,7.679031372E-2,7.559280396E-2,9.845775604E0,9.846365232E0
3.392185042E0,8.622070312E-2,8.382568359E-2,9.837243347E0,9.837978320E0
3.402155042E0,7.768844604E-2,7.469467163E-2,9.832902374E0,9.833492965E0
3.412125042E0,7.559280396E-2,8.098159790E-2,9.842931519E0,9.843554905E0
3.422094042E0,7.274871826E-2,8.562194824E-2,9.832453308E0,9.833095217E0
3.432064042E0,7.888595581E-2,8.202941895E-2,9.828112335E0,9.828771230E0
3.442033042E0,7.574249268E-2,8.337661743E-2,9.830357666E0,9.831003022E0
3.452002042E0,8.367599487E-2,7.499404907E-2,9.834099884E0,9.834741802E0
3.461970042E0,8.846603394E-2,7.694000244E-2,9.835297394E0,9.835996179E0
3.471938042E0,9.101074219E-2,7.843688965E-2,9.828411713E0,9.829146051E0
3.481906042E0,8.756790161E-2,7.783813477E-2,9.835447083E0,9.836144886E0
3.491875042E0,9.220825195E-2,6.900650024E-2,9.834099884E0,9.834774262E0
3.501844042E0,7.649093628E-2,7.185058594E-2,9.840835876E0,9.841395435E0
3.511813042E0,7.828720093E-2,7.843688965E-2,9.827962646E0,9.828587437E0
3.521782042E0,8.472381592E-2,8.098159790E-2,9.831704865E0,9.832403403E0
3.531750042E0,7.424560547E-2,8.846603394E-2,9.838740234E0,9.839418075E0
3.541719042E0,8.143066406E-2,8.906478882E-2,9.839937744E0,9.840677736E0
3.551688042E0,8.322692871E-2,8.412506104E-2,9.837243347E0,9.837955093E0
3.561656042E0,7.379653931E-2,7.334747314E-2,9.821376343E0,9.821927461E0
3.571624042E0,7.155120850E-2,8.502319336E-2,9.829010468E0,9.829638614E0
3.581593042E0,8.487350464E-2,8.367599487E-2,9.837393036E0,9.838115009E0
3.591561042E0,9.145980835E-2,8.068222046E-2,9.845176849E0,9.845932242E0
3.601530042E0,9.131011963E-2,7.529342651E-2,9.832303619E0,9.833015870E0
3.611498042E0,9.041198730E-2,6.586303711E-2,9.830806732E0,9.831443092E0
3.621466042E0,7.813751221E-2,7.304809570E-2,9.835746460E0,9.836328071E0
3.631435042E0,8.262817383E-2,8.307723999E-2,9.834998016E0,9.835695971E0
3.641405042E0,8.098159790E-2,8.187973022E-2,9.834399261E0,9.835073520E0
3.651374042E0,7.544311523E-2,7.574249268E-2,9.827214203E0,9.827795662E0
3.661342042E0,8.801696777E-2,7.933502197E-2,9.830058289E0,9.830772451E0
3.671311042E0,7.529342651E-2,8.816665649E-2,9.829309845E0,9.829993616E0
3.681279042E0,7.349716187E-2,8.083190918E-2,9.831106110E0,9.831713125E0
3.691249042E0,7.738906860E-2,7.529342651E-2,9.831106110E0,9.831699014E0
3.701218042E0,8.652008057E-2,7.544311523E-2,9.833650818E0,9.834320810E0
3.711188042E0,7.948471069E-2,6.885681152E-2,9.831555176E0,9.832117587E0
3.721157042E0,8.502319336E-2,7.050338745E-2,9.842931519E0,9.843551216E0
3.731126042E0,8.532257080E-2,6.885681152E-2,9.846074982E0,9.846685419E0
3.741096042E0,8.352630615E-2,8.023315430E-2,9.838740234E0,9.839421904E0
3.751066042E0,8.547225952E-2,7.664062500E-2,9.834249573E0,9.834919621E0
3.761036042E0,7.948471069E-2,7.499404907E-2,9.838740234E0,9.839347099E0
3.771006042E0,8.322692871E-2,7.798782349E-2,9.842482452E0,9.843143281E0
3.780976042E0,9.026229858E-2,8.023315430E-2,9.834848328E0,9.835589777E0
3.790945042E0,8.023315430E-2,8.023315430E-2,9.833351440E0,9.834006064E0
3.800914042E0,7.544311523E-2,7.798782349E-2,9.836644592E0,9.837243039E0
3.810883042E0,6.975494385E-2,7.753875732E-2,9.830657043E0,9.831210298E0
3.820852042E0,8.532257080E-2,7.274871826E-2,9.838440857E0,9.839079775E0
3.830822042E0,8.622070312E-2,7.499404907E-2,9.836045837E0,9.836709604E0
3.840792042E0,8.322692871E-2,7.289840698E-2,9.835147705E0,9.835769989E0
3.850762042E0,8.397537231E-2,7.559280396E-2,9.831704865E0,9.832354076E0
3.860732042E0,8.098159790E-2,7.798782349E-2,9.835596771E0,9.836239320E0
3.870701042E0,8.382568359E-2,8.083190918E-2,9.836045837E0,9.836735142E0
3.880670042E0,8.337661743E-2,8.681945801E-2,9.836943970E0,9.837680415E0
3.890639042E0,8.681945801E-2,8.352630615E-2,9.834848328E0,9.835586200E0
3.900608042E0,9.505233765E-2,8.816665649E-2,9.852511597E0,9.853364556E0
3.910577042E0,8.128097534E-2,7.843688965E-2,9.843380585E0,9.844028661E0
3.920545042E0,7.993377686E-2,8.921447754E-2,9.837093658E0,9.837822944E0
3.930514042E0,7.903564453E-2,7.933502197E-2,9.833201752E0,9.833839401E0
3.940484042E0,8.532257080E-2,7.589218140E-2,9.833650818E0,9.834313803E0
3.950452042E0,8.322692871E-2,7.170089722E-2,9.836644592E0,9.837257981E0
3.960421042E0,7.753875732E-2,7.783813477E-2,9.838740234E0,9.839353659E0
3.970391042E0,8.652008057E-2,7.798782349E-2,9.824819183E0,9.825509646E0
3.980360042E0,8.981323242E-2,7.274871826E-2,9.827663269E0,9.828342898E0
3.990328042E0,8.277786255E-2,7.768844604E-2,9.832303619E0,9.832958971E0
4.000297042E0,7.963439941E-2,7.394622803E-2,9.842781830E0,9.843381727E0
4.010266042E0,7.888595581E-2,7.334747314E-2,9.840536499E0,9.841126025E0
4.020234042E0,9.280700684E-2,6.795867920E-2,9.825268250E0,9.825941568E0
4.030203042E0,8.173004150E-2,7.858657837E-2,9.832752686E0,9.833406380E0
4.040172042E0,7.694000244E-2,7.813751221E-2,9.839039612E0,9.839650691E0
4.050142042E0,7.020401001E-2,7.723937988E-2,9.832153931E0,9.832707940E0
4.060111042E0,7.619155884E-2,7.289840698E-2,9.827363892E0,9.827929608E0
4.070080042E0,8.382568359E-2,7.813751221E-2,9.838889923E0,9.839557263E0
4.080048042E0,8.038284302E-2,7.349716187E-2,9.847871246E0,9.848473553E0
4.090017042E0,7.993377686E-2,8.352630615E-2,9.831106110E0,9.831785870E0
4.099985042E0,8.128097534E-2,8.502319336E-2,9.828262024E0,9.828965864E0
4.109954042E0,8.457412720E-2,7.649093628E-2,9.839338989E0,9.839999766E0
4.119923042E0,8.217910767E-2,7.679031372E-2,9.827962646E0,9.828606205E0
4.129891042E0,8.262817383E-2,7.634124756E-2,9.832153931E0,9.832797482E0
4.139860042E0,7.574249268E-2,7.634124756E-2,9.843679962E0,9.844267373E0
4.149828042E0,7.948471069E-2,7.454498291E-2,9.824968872E0,9.825573170E0
4.159796042E0,8.876541138E-2,7.289840698E-2,9.839338989E0,9.840009412E0
4.169765042E0,8.307723999E-2,7.798782349E-2,9.828262024E0,9.828922542E0
4.179734042E0,8.756790161E-2,7.813751221E-2,9.834399261E0,9.835099514E0
4.189703042E0,7.529342651E-2,7.110214233E-2,9.824220428E0,9.824766239E0
4.199672042E0,7.933502197E-2,7.783813477E-2,9.825717316E0,9.826345892E0
4.209640042E0,8.711883545E-2,8.173004150E-2,9.836794281E0,9.837519566E0
4.219608042E0,8.232879639E-2,7.664062500E-2,9.828860779E0,9.829504363E0
4.229576042E0,8.292755127E-2,7.229965210E-2,9.835746460E0,9.836361758E0
4.239544042E0,8.382568359E-2,8.756790161E-2,9.837542725E0,9.838289574E0
4.249513042E0,8.786727905E-2,7.499404907E-2,9.840985565E0,9.841663562E0
4.259481042E0,8.666976929E-2,7.170089722E-2,9.842781830E0,9.843424547E0
4.269449042E0,8.487350464E-2,7.619155884E-2,9.847422180E0,9.848082669E0
4.279417042E0,8.217910767E-2,7.888595581E-2,9.835447083E0,9.836106736E0
4.289385042E0,7.888595581E-2,7.424560547E-2,9.820478210E0,9.821075689E0
4.299354042E0,7.933502197E-2,8.068222046E-2,9.834698639E0,9.835349561E0
4.309322042E0,8.008346558E-2,7.843688965E-2,9.841883698E0,9.842522056E0
4.319291042E0,7.858657837E-2,7.873626709E-2,9.832453308E0,9.833082594E0
4.329259042E0,8.292755127E-2,7.753875732E-2,9.829758911E0,9.830414513E0
4.339227042E0,7.664062500E-2,8.517288208E-2,9.833650818E0,9.834318310E0
4.349195667E0,8.397537231E-2,8.008346558E-2,9.834399261E0,9.835083836E0
4.359162667E0,7.484436035E-2,7.708969116E-2,9.830507355E0,9.831094514E0
4.369131667E0,8.337661743E-2,6.840774536E-2,9.838440857E0,9.839031953E0
4.379099667E0,8.113128662E-2,7.723937988E-2,9.843530273E0,9.844167636E0
4.389067667E0,8.008346558E-2,7.604187012E-2,9.831854553E0,9.832474749E0
4.399035667E0,8.801696777E-2,7.514373779E-2,9.841434631E0,9.842115076E0
4.409003667E0,8.861572266E-2,6.855743408E-2,9.841135254E0,9.841773009E0
4.418972667E0,7.634124756E-2,7.125183105E-2,9.840237122E0,9.840791199E0
4.428941667E0,7.783813477E-2,6.825805664E-2,9.834998016E0,9.835542889E0
4.438910667E0,8.128097534E-2,7.200027466E-2,9.824669495E0,9.825269529E0
4.448879667E0,7.783813477E-2,7.933502197E-2,9.829908600E0,9.830536908E0
4.458849667E0,8.322692871E-2,8.457412720E-2,9.834548950E0,9.835264743E0
4.468818667E0,7.768844604E-2,7.723937988E-2,9.842183075E0,9.842792749E0
4.478787667E0,8.562194824E-2,8.711883545E-2,9.840536499E0,9.841294600E0
4.488756667E0,8.622070312E-2,9.026229858E-2,9.836195526E0,9.836987533E0
4.498726667E0,7.903564453E-2,8.577163696E-2,9.831405487E0,9.832097297E0
4.508695667E0,8.397537231E-2,8.382568359E-2,9.821675720E0,9.822392405E0
4.518666667E0,8.098159790E-2,8.277786255E-2,9.829010468E0,9.829692618E0
4.528635667E0,7.394622803E-2,7.843688965E-2,9.831255798E0,9.831846773E0
4.538604667E0,8.592132568E-2,7.259902954E-2,9.846374359E0,9.847016864E0
4.548572667E0,8.577163696E-2,7.619155884E-2,9.828112335E0,9.828781918E0
4.558540667E0,8.262817383E-2,7.544311523E-2,9.822723541E0,9.823360771E0
4.568509667E0,6.556365967E-2,7.409591675E-2,9.830657043E0,9.831154902E0
4.578476667E0,7.379653931E-2,6.541397095E-2,9.833052063E0,9.833546552E0
4.588444667E0,8.726852417E-2,7.574249268E-2,9.825118561E0,9.825798057E0
4.598411667E0,8.801696777E-2,8.023315430E-2,9.825567627E0,9.826289408E0
4.608380667E0,8.352630615E-2,7.200027466E-2,9.826615448E0,9.827234191E0
4.618347667E0,8.187973022E-2,7.858657837E-2,9.834399261E0,9.835054091E0
4.628316667E0,7.918533325E-2,7.694000244E-2,9.832602997E0,9.833222858E0
4.638285667E0,8.397537231E-2,8.023315430E-2,9.826016693E0,9.826703073E0
4.648253667E0,8.068222046E-2,7.708969116E-2,9.835596771E0,9.836229780E0
4.658222667E0,7.873626709E-2,7.349716187E-2,9.837542725E0,9.838132348E0
4.668190667E0,8.382568359E-2,7.649093628E-2,9.829908600E0,9.830563600E0
4.678158667E0,8.247848511E-2,7.963439941E-2,9.833800507E0,9.834468808E0
4.688126667E0,8.397537231E-2,7.664062500E-2,9.836794281E0,9.837451264E0
4.698094667E0,7.484436035E-2,8.173004150E-2,9.828411713E0,9.829036487E0
4.708063667E0,8.622070312E-2,7.619155884E-2,9.821376343E0,9.822050317E0
4.718032667E0,9.370513916E-2,7.948471069E-2,9.832602997E0,9.833370743E0
4.728001667E0,8.352630615E-2,7.574249268E-2,9.834698639E0,9.835344981E0
4.737970667E0,7.798782349E-2,8.217910767E-2,9.843081207E0,9.843733192E0
4.747939667E0,7.499404907E-2,7.319778442E-2,9.845925293E0,9.846482971E0
4.757908667E0,8.262817383E-2,8.741821289E-2,9.837393036E0,9.838128435E0
4.767876667E0,9.265731812E-2,7.589218140E-2,9.826465759E0,9.827195649E0
4.777846667E0,7.679031372E-2,7.409591675E-2,9.833351440E0,9.833930420E0
4.787815667E0,8.382568359E-2,7.918533325E-2,9.830956421E0,9.831632683E0
4.797784667E0,8.771759033E-2,7.140151978E-2,9.827214203E0,9.827865055E0
4.807752667E0,7.888595581E-2,7.963439941E-2,9.832902374E0,9.833541261E0
4.817721667E0,7.933502197E-2,7.424560547E-2,9.837393036E0,9.837993098E0
4.827690667E0,8.442443848E-2,7.259902954E-2,9.829309845E0,9.829940495E0
4.837659667E0,8.202941895E-2,7.873626709E-2,9.835297394E0,9.835954608E0
4.847627667E0,7.274871826E-2,7.499404907E-2,9.831106110E0,9.831661295E0
4.857596667E0,9.116043091E-2,7.469467163E-2,9.833650818E0,9.834357016E0
4.867565667E0,8.113128662E-2,7.993377686E-2,9.837991791E0,9.838651034E0
4.877534667E0,8.038284302E-2,8.158035278E-2,9.826914825E0,9.827582192E0
4.887503667E0,7.364685059E-2,7.888595581E-2,9.836195526E0,9.836787549E0
4.897472667E0,8.577163696E-2,6.616241455E-2,9.839488678E0,9.840084943E0
4.907441667E0,7.858657837E-2,7.858657837E-2,9.839638367E0,9.840265997E0
4.917410667E0,8.741821289E-2,7.873626709E-2,9.824519806E0,9.825224209E0
4.927379667E0,7.918533325E-2,7.604187012E-2,9.826914825E0,9.827528055E0
4.937348667E0,8.352630615E-2,7.200027466E-2,9.833950195E0,9.834568477E0
4.947317667E0,9.026229858E-2,8.068222046E-2,9.836494904E0,9.837239902E0
4.957285667E0,8.577163696E-2,7.664062500E-2,9.829908600E0,9.830581551E0
4.967254667E0,8.532257080E-2,8.143066406E-2,9.835447083E0,9.836154239E0
4.977223667E0,9.071136475E-2,8.607101440E-2,9.831704865E0,9.832500054E0
4.987192667E0,8.547225952E-2,7.559280396E-2,9.844129028E0,9.844790303E0
4.997160667E0,8.607101440E-2,7.364685059E-2,9.838141479E0,9.838793618E0
5.007130667E0,7.738906860E-2,7.274871826E-2,9.829309845E0,9.829883696E0
5.017099667E0,7.469467163E-2,7.948471069E-2,9.836345215E0,9.836949949E0
5.027068667E0,8.906478882E-2,7.963439941E-2,9.828112335E0,9.828838499E0
5.037037667E0,8.232879639E-2,7.619155884E-2,9.837243347E0,9.837882895E0
5.047006667E0,8.382568359E-2,7.978408813E-2,9.834399261E0,9.835080126E0
5.056974667E0,7.933502197E-2,7.439529419E-2,9.838291168E0,9.838892306E0
5.066943667E0,7.349716187E-2,7.634124756E-2,9.826016693E0,9.826588109E0
5.076912667E0,7.783813477E-2,7.634124756E-2,9.829010468E0,9.829615126E0
5.086882667E0,8.457412720E-2,7.529342651E-2,9.827812958E0,9.828465262E0
5.096851667E0,8.532257080E-2,8.292755127E-2,9.847272491E0,9.847991290E0
5.106820667E0,8.038284302E-2,8.068222046E-2,9.844428406E0,9.845087184E0
5.116789667E0,8.472381592E-2,7.828720093E-2,9.827663269E0,9.828340264E0
5.126758667E0,8.307723999E-2,7.214996338E-2,9.824370117E0,9.824986292E0
5.136728667E0,7.978408813E-2,7.469467163E-2,9.824519806E0,9.825127694E0
5.146697667E0,7.634124756E-2,7.229965210E-2,9.834998016E0,9.835560035E0
5.156666667E0,7.873626709E-2,8.442443848E-2,9.835896149E0,9.836573587E0
5.166634667E0,8.442443848E-2,8.277786255E-2,9.824669495E0,9.825380926E0
5.176603667E0,8.831634521E-2,8.023315430E-2,9.829758911E0,9.830483070E0
5.186572667E0,7.858657837E-2,7.723937988E-2,9.840536499E0,9.841153406E0
5.196541667E0,7.244934082E-2,7.873626709E-2,9.834099884E0,9.834681939E0
5.206510667E0,8.397537231E-2,8.038284302E-2,9.827812958E0,9.828500435E0
5.216478667E0,8.038284302E-2,7.694000244E-2,9.835147705E0,9.835777120E0
5.226447667E0,7.843688965E-2,7.080276489E-2,9.845326538E0,9.845893561E0
5.236416667E0,8.173004150E-2,7.439529419E-2,9.836195526E0,9.836816400E0
5.246385667E0,8.846603394E-2,7.738906860E-2,9.829010468E0,9.829713225E0
5.256355667E0,8.517288208E-2,7.589218140E-2,9.830806732E0,9.831468611E0
5.266324667E0,8.068222046E-2,7.454498291E-2,9.834249573E0,9.834863051E0
5.276293667E0,8.771759033E-2,8.367599487E-2,9.840686188E0,9.841432858E0
5.286261667E0,8.412506104E-2,7.828720093E-2,9.827663269E0,9.828335121E0
5.296230667E0,8.008346558E-2,8.113128662E-2,9.837542725E0,9.838203215E0
5.306199667E0,7.933502197E-2,7.843688965E-2,9.831255798E0,9.831888779E0
5.316167667E0,7.110214233E-2,7.214996338E-2,9.831405487E0,9.831927328E0
5.326136667E0,8.023315430E-2,7.424560547E-2,9.840087433E0,9.840694612E0
5.336104667E0,8.337661743E-2,7.664062500E-2,9.830806732E0,9.831459019E0
5.346073958E0,8.367599487E-2,7.095245361E-2,9.843081207E0,9.843692578E0
5.356042958E0,7.200027466E-2,7.214996338E-2,9.829010468E0,9.829538973E0
5.366012958E0,8.547225952E-2,7.634124756E-2,9.835896149E0,9.836563757E0
5.375981958E0,7.873626709E-2,8.502319336E-2,9.833052063E0,9.833734856E0
5.385949958E0,7.469467163E-2,7.978408813E-2,9.844129028E0,9.844735706E0
5.395919958E0,8.577163696E-2,7.035369873E-2,9.845476227E0,9.846101185E0
5.405888958E0,8.038284302E-2,7.559280396E-2,9.823771362E0,9.824391047E0
5.415856958E0,7.813751221E-2,7.095245361E-2,9.818532257E0,9.819099521E0
5.425825958E0,7.783813477E-2,7.304809570E-2,9.827214203E0,9.827793943E0
5.435794958E0,8.607101440E-2,7.544311523E-2,9.842781830E0,9.843447264E0
5.445763958E0,8.187973022E-2,8.053253174E-2,9.832153931E0,9.832824655E0
5.455732958E0,7.933502197E-2,7.918533325E-2,9.830806732E0,9.831445742E0
5.465700958E0,8.652008057E-2,7.484436035E-2,9.841434631E0,9.842099522E0
5.475668958E0,7.813751221E-2,7.574249268E-2,9.829309845E0,9.829912229E0
5.485637958E0,8.816665649E-2,8.322692871E-2,9.825867004E0,9.826615006E0
5.495605958E0,8.936416626E-2,8.262817383E-2,9.832902374E0,9.833655601E0
5.505573958E0,9.939331055E-2,7.948471069E-2,9.837692413E0,9.838515583E0
5.515542958E0,9.056167603E-2,7.364685059E-2,9.847272491E0,9.847964297E0
5.525510958E0,7.888595581E-2,7.753875732E-2,9.837393036E0,9.838014891E0
5.535479958E0,7.948471069E-2,8.247848511E-2,9.824220428E0,9.824888170E0
5.545448958E0,8.337661743E-2,7.424560547E-2,9.823022919E0,9.823657330E0
5.555418958E0,8.068222046E-2,7.364685059E-2,9.828711090E0,9.829318144E0
5.565387958E0,8.038284302E-2,7.708969116E-2,9.836195526E0,9.836826046E0
5.575356958E0,8.217910767E-2,7.873626709E-2,9.832004242E0,9.832662926E0
5.585325958E0,7.918533325E-2,7.738906860E-2,9.833351440E0,9.833974778E0
5.595294958E0,8.098159790E-2,7.349716187E-2,9.826914825E0,9.827523332E0
5.605263958E0,8.352630615E-2,6.691085815E-2,9.842781830E0,9.843363645E0
5.615232958E0,8.741821289E-2,6.616241455E-2,9.833351440E0,9.833962577E0
5.625201958E0,9.071136475E-2,7.694000244E-2,9.838740234E0,9.839459219E0
5.635169958E0,9.041198730E-2,7.813751221E-2,9.839039612E0,9.839765255E0
5.645138958E0,8.771759033E-2,7.394622803E-2,9.838889923E0,9.839558798E0
5.655108958E0,8.786727905E-2,7.544311523E-2,9.834848328E0,9.835530181E0
5.665077958E0,8.502319336E-2,7.993377686E-2,9.839039612E0,9.839731644E0
5.675045958E0,7.768844604E-2,8.457412720E-2,9.840087433E0,9.840757540E0
5.685014958E0,7.349716187E-2,7.619155884E-2,9.835147705E0,9.835717430E0
5.694981958E0,8.622070312E-2,7.649093628E-2,9.834249573E0,9.834924989E0
5.704950958E0,8.217910767E-2,7.170089722E-2,9.824370117E0,9.824975452E0
5.714918958E0,7.873626709E-2,7.753875732E-2,9.828561401E0,9.829182615E0
5.724887958E0,7.244934082E-2,7.499404907E-2,9.838141479E0,9.838694059E0
5.734856958E0,7.948471069E-2,6.646179199E-2,9.841135254E0,9.841680653E0
5.744824958E0,8.277786255E-2,6.496490479E-2,9.832004242E0,9.832567316E0
5.754792958E0,8.861572266E-2,6.990463257E-2,9.828711090E0,9.829359140E0
5.764760958E0,8.726852417E-2,7.035369873E-2,9.839338989E0,9.839977499E0
5.774728958E0,7.873626709E-2,7.125183105E-2,9.834099884E0,9.834673190E0
5.784696958E0,9.205856323E-2,8.068222046E-2,9.845027161E0,9.845788145E0
5.794665958E0,8.652008057E-2,7.828720093E-2,9.847871246E0,9.848562468E0
5.804634958E0,7.873626709E-2,8.427474976E-2,9.829160156E0,9.829836774E0
5.814602958E0,8.322692871E-2,8.592132568E-2,9.839488678E0,9.840215782E0
5.824571958E0,9.310638428E-2,8.202941895E-2,9.827064514E0,9.827847912E0
5.834539958E0,8.517288208E-2,7.963439941E-2,9.841284943E0,9.841975685E0
5.844507958E0,7.035369873E-2,7.619155884E-2,9.830956421E0,9.831503392E0
5.854476958E0,7.170089722E-2,7.394622803E-2,9.831405487E0,9.831945022E0
5.864445958E0,7.499404907E-2,7.259902954E-2,9.820328522E0,9.820883209E0
5.874414958E0,8.562194824E-2,6.795867920E-2,9.839189301E0,9.839796522E0
5.884383958E0,7.843688965E-2,6.586303711E-2,9.837692413E0,9.838225567E0
5.894352958E0,8.457412720E-2,6.960525513E-2,9.836644592E0,9.837254419E0
5.904322958E0,7.244934082E-2,7.484436035E-2,9.833650818E0,9.834202509E0
5.914291958E0,8.681945801E-2,7.963439941E-2,9.840237122E0,9.840942326E0
5.924259958E0,9.415420532E-2,8.187973022E-2,9.839937744E0,9.840728841E0
5.934228958E0,8.637039185E-2,8.158035278E-2,9.844428406E0,9.845145293E0
5.944198958E0,8.442443848E-2,8.681945801E-2,9.821825409E0,9.822571938E0
5.954166958E0,8.367599487E-2,8.607101440E-2,9.842033386E0,9.842765418E0
5.964135958E0,7.798782349E-2,8.232879639E-2,9.836644592E0,9.837298255E0
5.974105958E0,6.900650024E-2,7.574249268E-2,9.831405487E0,9.831939416E0
5.984073958E0,7.200027466E-2,7.514373779E-2,9.824370117E0,9.824921314E0
5.994042958E0,7.544311523E-2,6.256988525E-2,9.821675720E0,9.822164762E0
6.004010958E0,7.723937988E-2,6.466552734E-2,9.834399261E0,9.834915169E0
6.013979958E0,8.352630615E-2,7.574249268E-2,9.837692413E0,9.838338558E0
6.023947958E0,8.951385498E-2,8.232879639E-2,9.842332764E0,9.843084120E0
6.033916958E0,9.160949707E-2,8.128097534E-2,9.844578094E0,9.845339850E0
6.043885958E0,8.666976929E-2,7.484436035E-2,9.836045837E0,9.836712410E0
6.053854958E0,8.996292114E-2,7.544311523E-2,9.831255798E0,9.831956853E0
6.063823958E0,8.023315430E-2,8.337661743E-2,9.829160156E0,9.829841219E0
6.073792958E0,6.481521606E-2,7.888595581E-2,9.842033386E0,9.842562938E0
6.083761958E0,7.813751221E-2,7.649093628E-2,9.843530273E0,9.844137574E0
6.093731958E0,7.873626709E-2,7.828720093E-2,9.828860779E0,9.829487906E0
6.103700958E0,7.723937988E-2,8.128097534E-2,9.827214203E0,9.827853861E0
6.113670958E0,8.307723999E-2,7.304809570E-2,9.831255798E0,9.831878174E0
6.123640958E0,8.382568359E-2,7.574249268E-2,9.829160156E0,9.829809411E0
6.133610958E0,8.337661743E-2,7.589218140E-2,9.837542725E0,9.838188763E0
6.143580958E0,8.337661743E-2,7.110214233E-2,9.829459534E0,9.830070290E0
6.153550958E0,8.083190918E-2,6.526428223E-2,9.827962646E0,9.828511739E0
6.163519958E0,8.083190918E-2,6.780899048E-2,9.830507355E0,9.831073528E0
6.173488958E0,8.741821289E-2,7.080276489E-2,9.844428406E0,9.845071133E0
6.183458958E0,9.280700684E-2,8.217910767E-2,9.832602997E0,9.833384374E0
6.193428958E0,7.634124756E-2,7.589218140E-2,9.837243347E0,9.837832296E0
6.203398958E0,8.098159790E-2,8.741821289E-2,9.831405487E0,9.832127634E0
6.213368958E0,9.026229858E-2,7.080276489E-2,9.834399261E0,9.835068335E0
6.223338958E0,8.247848511E-2,8.232879639E-2,9.840536499E0,9.841226515E0
6.233309958E0,7.574249268E-2,7.274871826E-2,9.838141479E0,9.838702001E0
6.243279958E0,7.080276489E-2,7.394622803E-2,9.836045837E0,9.836578612E0
6.253248958E0,8.098159790E-2,7.544311523E-2,9.824220428E0,9.824843852E0
6.263218958E0,7.873626709E-2,7.229965210E-2,9.814490662E0,9.815072775E0
6.273188958E0,8.577163696E-2,7.020401001E-2,9.831255798E0,9.831880591E0
6.283158958E0,8.577163696E-2,7.723937988E-2,9.840386810E0,9.841063727E0
6.293128958E0,8.232879639E-2,8.607101440E-2,9.851912842E0,9.852632790E0
6.303098958E0,8.681945801E-2,8.098159790E-2,9.827363892E0,9.828081028E0
6.313067958E0,9.430389404E-2,7.574249268E-2,9.823771362E0,9.824515964E0
6.323037958E0,7.843688965E-2,7.649093628E-2,9.836644592E0,9.837254701E0
6.333007958E0,8.187973022E-2,8.322692871E-2,9.836794281E0,9.837487115E0
6.342976958E0,8.202941895E-2,8.771759033E-2,9.832602997E0,9.833336407E0
6.352945958E0,7.948471069E-2,8.442443848E-2,9.827962646E0,9.828646656E0
6.362913958E0,7.888595581E-2,7.873626709E-2,9.829908600E0,9.830540447E0
6.372881958E0,7.394622803E-2,8.876541138E-2,9.829908600E0,9.830587491E0
6.382850958E0,8.472381592E-2,7.125183105E-2,9.833201752E0,9.833824873E0
6.392819958E0,8.367599487E-2,7.589218140E-2,9.837393036E0,9.838041626E0
6.402788958E0,7.783813477E-2,8.128097534E-2,9.839937744E0,9.840581293E0
6.412757958E0,8.068222046E-2,7.858657837E-2,9.824370117E0,9.825015708E0
6.422725958E0,8.367599487E-2,7.813751221E-2,9.834998016E0,9.835664346E0
6.432694958E0,7.858657837E-2,7.289840698E-2,9.838889923E0,9.839473815E0
6.442662958E0,7.963439941E-2,7.783813477E-2,9.838291168E0,9.838921360E0
6.452631958E0,7.948471069E-2,8.442443848E-2,9.837093658E0,9.837777033E0
6.462601958E0,7.753875732E-2,7.544311523E-2,9.822124786E0,9.822720562E0
6.472569958E0,7.738906860E-2,7.454498291E-2,9.823921051E0,9.824508682E0
6.482538958E0,7.469467163E-2,7.843688965E-2,9.835447083E0,9.836043460E0
6.492507958E0,8.173004150E-2,8.412506104E-2,9.831106110E0,9.831805743E0
6.502476958E0,7.708969116E-2,8.202941895E-2,9.836045837E0,9.836689960E0
